ID	TYPE	LEN	PW1_NAME	PW1_ROUTE	PW1_ROUTE_GENES
356	P1	7	TNF signaling pathway	['n3', 'n4', 'n5', 'n10', 'n13', 'n16', 'n329']	['TNFRSF1A', 'TRADD', 'TRAF2', 'TRAF5', 'MAP3K7', 'MAP2K3', 'MAP2K6', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5', 'CEBPB', 'FOS', 'JUN']
357	P1	8	TNF signaling pathway	['n3', 'n4', 'n5', 'n10', 'n13', 'n16', 'n34', 'n329']	['TNFRSF1A', 'TRADD', 'TRAF2', 'TRAF5', 'MAP3K7', 'MAP2K3', 'MAP2K6', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'RPS6KA4', 'RPS6KA5', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5', 'CEBPB', 'FOS', 'JUN']
358	P1	10	TNF signaling pathway	['n3', 'n4', 'n5', 'n10', 'n333', 'n25', 'n27', 'n12', 'n18', 'n329']	['TNFRSF1A', 'TRADD', 'TRAF2', 'TRAF5', 'MAP3K7', 'IKBKB', 'CHUK', 'IKBKG', 'NFKB1', 'RELA', 'MAP3K8', 'MAP2K7', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5', 'CEBPB', 'FOS', 'JUN']
359	P1	11	TNF signaling pathway	['n3', 'n4', 'n5', 'n10', 'n333', 'n25', 'n27', 'n28', 'n32', 'n34', 'n329']	['TNFRSF1A', 'TRADD', 'TRAF2', 'TRAF5', 'MAP3K7', 'IKBKB', 'CHUK', 'IKBKG', 'NFKB1', 'RELA', 'MAP3K8', 'MAP2K1', 'MAPK1', 'MAPK3', 'RPS6KA4', 'RPS6KA5', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5', 'CEBPB', 'FOS', 'JUN']
360	P1	10	TNF signaling pathway	['n3', 'n4', 'n5', 'n147', 'n333', 'n25', 'n27', 'n12', 'n18', 'n329']	['TNFRSF1A', 'TRADD', 'TRAF2', 'TRAF5', 'MAP3K14', 'IKBKB', 'CHUK', 'IKBKG', 'NFKB1', 'RELA', 'MAP3K8', 'MAP2K7', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5', 'CEBPB', 'FOS', 'JUN']
361	P1	11	TNF signaling pathway	['n3', 'n4', 'n5', 'n147', 'n333', 'n25', 'n27', 'n28', 'n32', 'n34', 'n329']	['TNFRSF1A', 'TRADD', 'TRAF2', 'TRAF5', 'MAP3K14', 'IKBKB', 'CHUK', 'IKBKG', 'NFKB1', 'RELA', 'MAP3K8', 'MAP2K1', 'MAPK1', 'MAPK3', 'RPS6KA4', 'RPS6KA5', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5', 'CEBPB', 'FOS', 'JUN']
362	P1	11	TNF signaling pathway	['n3', 'n4', 'n5', 'n8', 'n6', 'n333', 'n25', 'n27', 'n12', 'n18', 'n329']	['TNFRSF1A', 'TRADD', 'TRAF2', 'TRAF5', 'BIRC2', 'BIRC3', 'RIPK1', 'IKBKB', 'CHUK', 'IKBKG', 'NFKB1', 'RELA', 'MAP3K8', 'MAP2K7', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5', 'CEBPB', 'FOS', 'JUN']
363	P1	12	TNF signaling pathway	['n3', 'n4', 'n5', 'n8', 'n6', 'n333', 'n25', 'n27', 'n28', 'n32', 'n34', 'n329']	['TNFRSF1A', 'TRADD', 'TRAF2', 'TRAF5', 'BIRC2', 'BIRC3', 'RIPK1', 'IKBKB', 'CHUK', 'IKBKG', 'NFKB1', 'RELA', 'MAP3K8', 'MAP2K1', 'MAPK1', 'MAPK3', 'RPS6KA4', 'RPS6KA5', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5', 'CEBPB', 'FOS', 'JUN']
364	P1	5	Toll-like receptor signaling pathway	['n52', 'n61', 'n14', 'n94', 'n16']	['TLR3', 'TICAM1', 'TRAF3', 'TBK1', 'IKBKE', 'IRF7']
365	P1	5	Toll-like receptor signaling pathway	['n52', 'n61', 'n14', 'n94', 'n47']	['TLR3', 'TICAM1', 'TRAF3', 'TBK1', 'IKBKE', 'IRF3']
366	P1	7	Toll-like receptor signaling pathway	['n52', 'n61', 'n95', 'n25', 'n81', 'n33', 'n85']	['TLR3', 'TICAM1', 'TRAF6', 'RIPK1', 'MAP3K7', 'MAP2K7', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'FOS', 'JUN']
367	P1	7	Toll-like receptor signaling pathway	['n52', 'n61', 'n95', 'n25', 'n83', 'n26', 'n85']	['TLR3', 'TICAM1', 'TRAF6', 'RIPK1', 'MAP3K7', 'MAP2K3', 'MAP2K6', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'FOS', 'JUN']
368	P1	7	Toll-like receptor signaling pathway	['n52', 'n61', 'n95', 'n25', 'n24', 'n45', 'n82']	['TLR3', 'TICAM1', 'TRAF6', 'RIPK1', 'MAP3K7', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
369	P1	5	Toll-like receptor signaling pathway	['n57', 'n6', 'n5', 'n4', 'n16']	['TLR9', 'MYD88', 'IRAK4', 'IRAK1', 'IRF7']
370	P1	8	Toll-like receptor signaling pathway	['n58', 'n8', 'n92', 'n36', 'n25', 'n81', 'n33', 'n85']	['TLR4', 'MYD88', 'IRAK1', 'IRAK4', 'TRAF6', 'MAP3K7', 'MAP2K7', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'FOS', 'JUN']
371	P1	8	Toll-like receptor signaling pathway	['n58', 'n8', 'n92', 'n36', 'n25', 'n83', 'n26', 'n85']	['TLR4', 'MYD88', 'IRAK1', 'IRAK4', 'TRAF6', 'MAP3K7', 'MAP2K3', 'MAP2K6', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'FOS', 'JUN']
372	P1	8	Toll-like receptor signaling pathway	['n58', 'n8', 'n92', 'n36', 'n25', 'n24', 'n45', 'n82']	['TLR4', 'MYD88', 'IRAK1', 'IRAK4', 'TRAF6', 'MAP3K7', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
373	P1	5	Toll-like receptor signaling pathway	['n58', 'n8', 'n92', 'n36', 'n17']	['TLR4', 'MYD88', 'IRAK1', 'IRAK4', 'TRAF6', 'IRF5']
374	P1	6	Toll-like receptor signaling pathway	['n58', 'n59', 'n61', 'n14', 'n94', 'n16']	['TLR4', 'TICAM2', 'TICAM1', 'TRAF3', 'TBK1', 'IKBKE', 'IRF7']
375	P1	6	Toll-like receptor signaling pathway	['n58', 'n59', 'n61', 'n14', 'n94', 'n47']	['TLR4', 'TICAM2', 'TICAM1', 'TRAF3', 'TBK1', 'IKBKE', 'IRF3']
376	P1	8	Toll-like receptor signaling pathway	['n58', 'n59', 'n61', 'n95', 'n25', 'n81', 'n33', 'n85']	['TLR4', 'TICAM2', 'TICAM1', 'TRAF6', 'RIPK1', 'MAP3K7', 'MAP2K7', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'FOS', 'JUN']
377	P1	8	Toll-like receptor signaling pathway	['n58', 'n59', 'n61', 'n95', 'n25', 'n83', 'n26', 'n85']	['TLR4', 'TICAM2', 'TICAM1', 'TRAF6', 'RIPK1', 'MAP3K7', 'MAP2K3', 'MAP2K6', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'FOS', 'JUN']
378	P1	8	Toll-like receptor signaling pathway	['n58', 'n59', 'n61', 'n95', 'n25', 'n24', 'n45', 'n82']	['TLR4', 'TICAM2', 'TICAM1', 'TRAF6', 'RIPK1', 'MAP3K7', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
379	P1	4	VEGF signaling pathway	['n9', 'n10', 'n3', 'n18', 'n21']	['KDR', 'PLCG1', 'PLCG2', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC2']
380	P1	8	VEGF signaling pathway	['n9', 'n10', 'n3', 'n22', 'n11', 'n35', 'n34', 'n33', 'n32']	['KDR', 'PLCG1', 'PLCG2', 'C00076', 'PRKCA', 'PRKCB', 'PRKCG', 'SPHK2', 'SPHK1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
